SIGNAL,PHASING,PHASE,MOVEMENTS,DETECTORS
MOVEMENT,LINK,DIR,TO_LINK,PROTECTION
5071,1,1,3,
WB_LEFT,6205,1,6203,PROTECTED
WB_RIGHT,6205,1,6204,PROTECTED
NB_RIGHT,6203,0,6205,STOP_PERMIT
5071,1,3,5,
WB_RIGHT,6205,1,6204,STOP_PERMIT
WB_LEFT,6204,1,6205,PERMITTED
WB_THRU,6204,1,6203,PROTECTED
NB_THRU,6203,0,6204,PROTECTED
NB_RIGHT,6203,0,6205,PROTECTED
5071,1,2,2,
WB_LEFT,6204,1,6205,PROTECTED
WB_THRU,6204,1,6203,PROTECTED
5072,1,1,2,
NB_LEFT,6218,1,6211,PROTECTED
SB_LEFT,6217,0,6212,PROTECTED
5072,1,2,8,
NB_LEFT,6218,1,6211,PERMITTED
NB_THRU,6218,1,6217,PROTECTED
NB_RIGHT,6218,1,6212,PROTECTED
SB_LEFT,6217,0,6212,PERMITTED
SB_THRU,6217,0,6218,PROTECTED
SB_RIGHT,6217,0,6211,PROTECTED
WB_RIGHT,6212,1,6217,STOP_PERMIT
EB_RIGHT,6211,0,6218,STOP_PERMIT
5072,1,4,8,
NB_RIGHT,6218,1,6212,STOP_PERMIT
SB_RIGHT,6217,0,6211,STOP_PERMIT
WB_LEFT,6212,1,6218,PERMITTED
WB_THRU,6212,1,6211,PROTECTED
WB_RIGHT,6212,1,6217,PROTECTED
EB_LEFT,6211,0,6217,PERMITTED
EB_THRU,6211,0,6212,PROTECTED
EB_RIGHT,6211,0,6218,PROTECTED
5072,1,3,2,
WB_LEFT,6212,1,6218,PROTECTED
EB_LEFT,6211,0,6217,PROTECTED
5083,1,1,3,
EB_LEFT,56962,0,56956,PROTECTED
EB_RIGHT,56962,0,55970,PROTECTED
SB_RIGHT,56956,0,56962,STOP_PERMIT
5083,1,3,5,
EB_RIGHT,56962,0,55970,STOP_PERMIT
SB_THRU,56956,0,55970,PROTECTED
SB_RIGHT,56956,0,56962,PROTECTED
NB_LEFT,55970,1,56962,PERMITTED
NB_THRU,55970,1,56956,PROTECTED
5083,1,2,2,
NB_LEFT,55970,1,56962,PROTECTED
NB_THRU,55970,1,56956,PROTECTED
5098,1,1,2,
EB_LEFT,8135,0,6255,PROTECTED
EB_THRU,8135,0,6254,PROTECTED
5098,1,2,5,
EB_LEFT,8135,0,6255,PERMITTED
EB_THRU,8135,0,6254,PROTECTED
SB_RIGHT,6255,0,8135,STOP_PERMIT
WB_THRU,6254,1,8135,PROTECTED
WB_RIGHT,6254,1,6255,PROTECTED
5098,1,3,3,
SB_LEFT,6255,0,6254,PROTECTED
SB_RIGHT,6255,0,8135,PROTECTED
WB_RIGHT,6254,1,6255,STOP_PERMIT
5099,1,1,2,
SB_LEFT,8136,0,6256,PROTECTED
SB_THRU,8136,0,6255,PROTECTED
5099,1,2,5,
SB_LEFT,8136,0,6256,PERMITTED
SB_THRU,8136,0,6255,PROTECTED
WB_RIGHT,6256,1,8136,STOP_PERMIT
NB_THRU,6255,1,8136,PROTECTED
NB_RIGHT,6255,1,6256,PROTECTED
5099,1,3,3,
WB_LEFT,6256,1,6255,PROTECTED
WB_RIGHT,6256,1,8136,PROTECTED
NB_RIGHT,6255,1,6256,STOP_PERMIT
5101,1,1,4,
NB_LEFT,6267,0,6260,PROTECTED
NB_THRU,6267,0,6268,PROTECTED
NB_RIGHT,6267,0,6261,PROTECTED
WB_RIGHT,6261,1,6268,STOP_PERMIT
5101,1,3,5,
NB_RIGHT,6267,0,6261,STOP_PERMIT
WB_THRU,6261,1,6260,PROTECTED
WB_RIGHT,6261,1,6268,PROTECTED
EB_LEFT,6260,0,6268,PERMITTED
EB_THRU,6260,0,6261,PROTECTED
5101,1,2,2,
EB_LEFT,6260,0,6268,PROTECTED
EB_THRU,6260,0,6261,PROTECTED
5102,1,1,4,
SB_LEFT,8586,0,6262,PROTECTED
SB_THRU,8586,0,8587,PROTECTED
SB_RIGHT,8586,0,8149,PROTECTED
EB_RIGHT,8149,0,8587,STOP_PERMIT
5102,1,3,5,
SB_RIGHT,8586,0,8149,STOP_PERMIT
EB_THRU,8149,0,6262,PROTECTED
EB_RIGHT,8149,0,8587,PROTECTED
WB_LEFT,6262,1,8587,PERMITTED
WB_THRU,6262,1,8149,PROTECTED
5102,1,2,2,
WB_LEFT,6262,1,8587,PROTECTED
WB_THRU,6262,1,8149,PROTECTED
5103,1,1,4,
NB_LEFT,6268,0,6262,PROTECTED
NB_THRU,6268,0,6269,PROTECTED
NB_RIGHT,6268,0,6263,PROTECTED
WB_RIGHT,6263,1,6269,STOP_PERMIT
5103,1,3,5,
NB_RIGHT,6268,0,6263,STOP_PERMIT
WB_THRU,6263,1,6262,PROTECTED
WB_RIGHT,6263,1,6269,PROTECTED
EB_LEFT,6262,0,6269,PERMITTED
EB_THRU,6262,0,6263,PROTECTED
5103,1,2,2,
EB_LEFT,6262,0,6269,PROTECTED
EB_THRU,6262,0,6263,PROTECTED
5104,1,1,2,
NB_LEFT,6269,0,6264,PROTECTED
NB_RIGHT,6269,0,6265,PROTECTED
5104,1,2,3,
NB_RIGHT,6269,0,6265,STOP_PERMIT
WB_THRU,6265,1,6264,PROTECTED
EB_THRU,6264,0,6265,PROTECTED
5105,1,1,1,
SB_RIGHT,8588,0,6266,PROTECTED
5105,1,2,2,
SB_RIGHT,8588,0,6266,STOP_PERMIT
NB_THRU,6266,0,6267,PROTECTED
5107,1,1,1,
NB_THRU,6277,0,6279,PROTECTED
5107,1,2,1,
EB_THRU,6276,0,6279,PROTECTED
5108,1,1,1,
NB_THRU,6281,0,6278,PROTECTED
5108,1,2,1,
EB_THRU,6280,0,6278,PROTECTED
5109,1,1,2,
EB_LEFT,6279,0,6280,PROTECTED
EB_THRU,6279,0,6282,PROTECTED
5109,1,2,2,
EB_LEFT,6279,0,6280,PERMITTED
EB_THRU,6279,0,6282,PROTECTED
5113,1,1,2,
WB_LEFT,57634,1,57633,PROTECTED
EB_LEFT,57627,0,57625,PROTECTED
5113,1,2,8,
WB_LEFT,57634,1,57633,PERMITTED
WB_THRU,57634,1,57627,PROTECTED
WB_RIGHT,57634,1,57625,PROTECTED
WB_RIGHT,57633,1,57634,STOP_PERMIT
EB_LEFT,57627,0,57625,PERMITTED
EB_THRU,57627,0,57634,PROTECTED
EB_RIGHT,57627,0,57633,PROTECTED
SB_RIGHT,57625,0,57627,STOP_PERMIT
5113,1,4,8,
WB_RIGHT,57634,1,57625,STOP_PERMIT
WB_LEFT,57633,1,57627,PERMITTED
WB_THRU,57633,1,57625,PROTECTED
WB_RIGHT,57633,1,57634,PROTECTED
EB_RIGHT,57627,0,57633,STOP_PERMIT
SB_LEFT,57625,0,57634,PERMITTED
SB_THRU,57625,0,57633,PROTECTED
SB_RIGHT,57625,0,57627,PROTECTED
5113,1,3,2,
WB_LEFT,57633,1,57627,PROTECTED
SB_LEFT,57625,0,57634,PROTECTED
5117,1,1,2,
NB_LEFT,7524,0,6298,PROTECTED
NB_THRU,7524,0,6297,PROTECTED
5117,1,2,5,
NB_LEFT,7524,0,6298,PERMITTED
NB_THRU,7524,0,6297,PROTECTED
EB_RIGHT,6298,0,7524,STOP_PERMIT
SB_THRU,6297,1,7524,PROTECTED
SB_RIGHT,6297,1,6298,PROTECTED
5117,1,3,3,
EB_LEFT,6298,0,6297,PROTECTED
EB_RIGHT,6298,0,7524,PROTECTED
SB_RIGHT,6297,1,6298,STOP_PERMIT
5124,1,1,1,
NB_LEFT,6331,1,4415,PROTECTED
5124,1,2,2,
WB_LEFT,4352,0,6331,PROTECTED
WB_THRU,4352,0,4415,PROTECTED
5125,1,1,1,
SB_LEFT,6331,0,4348,PROTECTED
5125,1,2,2,
EB_LEFT,4414,0,6331,PROTECTED
EB_THRU,4414,0,4348,PROTECTED
5126,1,1,2,
WB_LEFT,8337,0,6348,PROTECTED
WB_THRU,8337,0,6346,PROTECTED
5126,1,2,5,
WB_LEFT,8337,0,6348,PERMITTED
WB_THRU,8337,0,6346,PROTECTED
NB_RIGHT,6348,1,8337,STOP_PERMIT
EB_THRU,6346,1,8337,PROTECTED
EB_RIGHT,6346,1,6348,PROTECTED
5126,1,3,3,
NB_LEFT,6348,1,6346,PROTECTED
NB_RIGHT,6348,1,8337,PROTECTED
EB_RIGHT,6346,1,6348,STOP_PERMIT
5140,1,1,2,
SB_LEFT,8291,0,6374,PROTECTED
NB_LEFT,6377,1,6375,PROTECTED
5140,1,2,8,
SB_LEFT,8291,0,6374,PERMITTED
SB_THRU,8291,0,6377,PROTECTED
SB_RIGHT,8291,0,6375,PROTECTED
NB_LEFT,6377,1,6375,PERMITTED
NB_THRU,6377,1,8291,PROTECTED
NB_RIGHT,6377,1,6374,PROTECTED
NB_RIGHT,6375,1,6377,STOP_PERMIT
SB_RIGHT,6374,0,8291,STOP_PERMIT
5140,1,4,8,
SB_RIGHT,8291,0,6375,STOP_PERMIT
NB_RIGHT,6377,1,6374,STOP_PERMIT
NB_LEFT,6375,1,8291,PERMITTED
NB_THRU,6375,1,6374,PROTECTED
NB_RIGHT,6375,1,6377,PROTECTED
SB_LEFT,6374,0,6377,PERMITTED
SB_THRU,6374,0,6375,PROTECTED
SB_RIGHT,6374,0,8291,PROTECTED
5140,1,3,2,
NB_LEFT,6375,1,8291,PROTECTED
SB_LEFT,6374,0,6377,PROTECTED
5146,1,1,3,
SB_LEFT,6386,0,6380,PROTECTED
SB_RIGHT,6386,0,6379,PROTECTED
NB_RIGHT,6380,1,6386,STOP_PERMIT
5146,1,3,5,
SB_RIGHT,6386,0,6379,STOP_PERMIT
NB_THRU,6380,1,6379,PROTECTED
NB_RIGHT,6380,1,6386,PROTECTED
EB_LEFT,6379,0,6386,PERMITTED
EB_THRU,6379,0,6380,PROTECTED
5146,1,2,2,
EB_LEFT,6379,0,6386,PROTECTED
EB_THRU,6379,0,6380,PROTECTED
5153,1,1,3,
WB_LEFT,8348,0,6388,PROTECTED
WB_RIGHT,8348,0,6389,PROTECTED
NB_RIGHT,6388,0,8348,STOP_PERMIT
5153,1,3,5,
WB_RIGHT,8348,0,6389,STOP_PERMIT
EB_LEFT,6389,1,8348,PERMITTED
EB_THRU,6389,1,6388,PROTECTED
NB_THRU,6388,0,6389,PROTECTED
NB_RIGHT,6388,0,8348,PROTECTED
5153,1,2,2,
EB_LEFT,6389,1,8348,PROTECTED
EB_THRU,6389,1,6388,PROTECTED
5154,1,1,3,
SB_LEFT,6392,1,6389,PROTECTED
SB_RIGHT,6392,1,6390,PROTECTED
WB_RIGHT,6389,0,6392,STOP_PERMIT
5154,1,3,5,
SB_RIGHT,6392,1,6390,STOP_PERMIT
EB_LEFT,6390,1,6392,PERMITTED
EB_THRU,6390,1,6389,PROTECTED
WB_THRU,6389,0,6390,PROTECTED
WB_RIGHT,6389,0,6392,PROTECTED
5154,1,2,2,
EB_LEFT,6390,1,6392,PROTECTED
EB_THRU,6390,1,6389,PROTECTED
5160,1,1,2,
WB_LEFT,8345,0,6395,PROTECTED
WB_THRU,8345,0,6394,PROTECTED
5160,1,2,5,
WB_LEFT,8345,0,6395,PERMITTED
WB_THRU,8345,0,6394,PROTECTED
EB_RIGHT,6395,1,8345,STOP_PERMIT
SB_THRU,6394,1,8345,PROTECTED
SB_RIGHT,6394,1,6395,PROTECTED
5160,1,3,3,
EB_LEFT,6395,1,6394,PROTECTED
EB_RIGHT,6395,1,8345,PROTECTED
SB_RIGHT,6394,1,6395,STOP_PERMIT
5163,1,1,3,
NB_LEFT,6403,1,6397,PROTECTED
NB_RIGHT,6403,1,6396,PROTECTED
EB_RIGHT,6397,1,6403,STOP_PERMIT
5163,1,3,5,
NB_RIGHT,6403,1,6396,STOP_PERMIT
EB_THRU,6397,1,6396,PROTECTED
EB_RIGHT,6397,1,6403,PROTECTED
WB_LEFT,6396,0,6403,PERMITTED
WB_THRU,6396,0,6397,PROTECTED
5163,1,2,2,
WB_LEFT,6396,0,6403,PROTECTED
WB_THRU,6396,0,6397,PROTECTED
5164,1,1,3,
NB_LEFT,6402,1,6398,PROTECTED
NB_RIGHT,6402,1,6397,PROTECTED
EB_RIGHT,6398,1,6402,STOP_PERMIT
5164,1,3,5,
NB_RIGHT,6402,1,6397,STOP_PERMIT
EB_THRU,6398,1,6397,PROTECTED
EB_RIGHT,6398,1,6402,PROTECTED
WB_LEFT,6397,0,6402,PERMITTED
WB_THRU,6397,0,6398,PROTECTED
5164,1,2,2,
WB_LEFT,6397,0,6402,PROTECTED
WB_THRU,6397,0,6398,PROTECTED
5166,1,1,3,
WB_LEFT,8306,0,6399,PROTECTED
WB_RIGHT,8306,0,6400,PROTECTED
WB_RIGHT,6399,0,8306,STOP_PERMIT
5166,1,3,5,
WB_RIGHT,8306,0,6400,STOP_PERMIT
SB_LEFT,6400,1,8306,PERMITTED
SB_THRU,6400,1,6399,PROTECTED
WB_THRU,6399,0,6400,PROTECTED
WB_RIGHT,6399,0,8306,PROTECTED
5166,1,2,2,
SB_LEFT,6400,1,8306,PROTECTED
SB_THRU,6400,1,6399,PROTECTED
5168,1,1,2,
SB_THRU,8312,0,8303,PROTECTED
NB_RIGHT,8303,0,8312,STOP_PERMIT
5168,1,2,3,
NB_THRU,8303,0,6401,PROTECTED
NB_RIGHT,8303,0,8312,PROTECTED
SB_THRU,6401,1,8303,PROTECTED
5172,1,1,3,
NB_LEFT,8325,0,6405,PROTECTED
NB_RIGHT,8325,0,6404,PROTECTED
EB_RIGHT,6405,1,8325,STOP_PERMIT
5172,1,3,5,
NB_RIGHT,8325,0,6404,STOP_PERMIT
EB_THRU,6405,1,6404,PROTECTED
EB_RIGHT,6405,1,8325,PROTECTED
WB_LEFT,6404,0,8325,PERMITTED
WB_THRU,6404,0,6405,PROTECTED
5172,1,2,2,
WB_LEFT,6404,0,8325,PROTECTED
WB_THRU,6404,0,6405,PROTECTED
5174,1,1,2,
WB_LEFT,8322,0,8316,PROTECTED
WB_THRU,8322,0,6406,PROTECTED
5174,1,2,5,
WB_LEFT,8322,0,8316,PERMITTED
WB_THRU,8322,0,6406,PROTECTED
NB_RIGHT,8316,0,8322,STOP_PERMIT
EB_THRU,6406,1,8322,PROTECTED
EB_RIGHT,6406,1,8316,PROTECTED
5174,1,3,3,
NB_LEFT,8316,0,6406,PROTECTED
NB_RIGHT,8316,0,8322,PROTECTED
EB_RIGHT,6406,1,8316,STOP_PERMIT
5178,1,1,3,
SB_LEFT,6422,1,6408,PROTECTED
SB_RIGHT,6422,1,6409,PROTECTED
WB_RIGHT,6408,0,6422,STOP_PERMIT
5178,1,3,5,
SB_RIGHT,6422,1,6409,STOP_PERMIT
EB_LEFT,6409,1,6422,PERMITTED
EB_THRU,6409,1,6408,PROTECTED
WB_THRU,6408,0,6409,PROTECTED
WB_RIGHT,6408,0,6422,PROTECTED
5178,1,2,2,
EB_LEFT,6409,1,6422,PROTECTED
EB_THRU,6409,1,6408,PROTECTED
5179,1,1,3,
SB_LEFT,6411,1,6409,PROTECTED
SB_RIGHT,6411,1,6410,PROTECTED
WB_RIGHT,6409,0,6411,STOP_PERMIT
5179,1,3,5,
SB_RIGHT,6411,1,6410,STOP_PERMIT
EB_LEFT,6410,1,6411,PERMITTED
EB_THRU,6410,1,6409,PROTECTED
WB_THRU,6409,0,6410,PROTECTED
WB_RIGHT,6409,0,6411,PROTECTED
5179,1,2,2,
EB_LEFT,6410,1,6411,PROTECTED
EB_THRU,6410,1,6409,PROTECTED
5181,1,1,1,
EB_THRU,54834,1,6411,PROTECTED
5181,1,2,2,
SB_THRU,54832,1,6411,PROTECTED
NB_THRU,6411,0,54832,PROTECTED
5191,1,1,4,
WB_LEFT,58338,0,54852,PROTECTED
WB_THRU,58338,0,6484,PROTECTED
WB_RIGHT,58338,0,6479,PROTECTED
SB_RIGHT,6479,1,6484,STOP_PERMIT
5191,1,3,5,
WB_RIGHT,58338,0,6479,STOP_PERMIT
NB_LEFT,54852,0,6484,PERMITTED
NB_THRU,54852,0,6479,PROTECTED
SB_THRU,6479,1,54852,PROTECTED
SB_RIGHT,6479,1,6484,PROTECTED
5191,1,2,2,
NB_LEFT,54852,0,6484,PROTECTED
NB_THRU,54852,0,6479,PROTECTED
5198,1,1,4,
EB_LEFT,58300,0,6475,PROTECTED
EB_THRU,58300,0,6477,PROTECTED
EB_RIGHT,58300,0,6422,PROTECTED
NB_RIGHT,6422,0,6477,STOP_PERMIT
5198,1,2,4,
EB_RIGHT,58300,0,6422,STOP_PERMIT
SB_THRU,6475,1,6422,PROTECTED
NB_THRU,6422,0,6475,PROTECTED
NB_RIGHT,6422,0,6477,PROTECTED
5205,1,1,2,
NB_LEFT,58293,0,56891,PROTECTED
EB_RIGHT,56891,1,56888,STOP_PERMIT
5205,1,2,2,
WB_LEFT,56893,0,56888,PROTECTED
WB_THRU,56893,0,56891,PROTECTED
5205,1,3,4,
WB_LEFT,56893,0,56888,PERMITTED
WB_THRU,56893,0,56891,PROTECTED
EB_THRU,56891,1,56893,PROTECTED
EB_RIGHT,56891,1,56888,PROTECTED
5212,1,1,1,
EB_THRU,56958,0,56957,PROTECTED
5212,1,2,2,
NB_THRU,56957,1,55970,PROTECTED
SB_THRU,55970,0,56957,PROTECTED
5214,1,2,5,
EB_THRU,56939,0,6433,PROTECTED
EB_RIGHT,56939,0,56831,PROTECTED
NB_RIGHT,56831,0,6433,STOP_PERMIT
WB_LEFT,6433,1,56831,PERMITTED
WB_THRU,6433,1,56939,PROTECTED
5214,1,3,3,
EB_RIGHT,56939,0,56831,STOP_PERMIT
NB_LEFT,56831,0,56939,PROTECTED
NB_RIGHT,56831,0,6433,PROTECTED
5214,1,1,2,
WB_LEFT,6433,1,56831,PROTECTED
WB_THRU,6433,1,56939,PROTECTED
5225,1,1,3,
SB_LEFT,6462,0,6439,PROTECTED
SB_RIGHT,6462,0,6440,PROTECTED
WB_RIGHT,6439,0,6462,STOP_PERMIT
5225,1,3,5,
SB_RIGHT,6462,0,6440,STOP_PERMIT
NB_LEFT,6440,1,6462,PERMITTED
NB_THRU,6440,1,6439,PROTECTED
WB_THRU,6439,0,6440,PROTECTED
WB_RIGHT,6439,0,6462,PROTECTED
5225,1,2,2,
NB_LEFT,6440,1,6462,PROTECTED
NB_THRU,6440,1,6439,PROTECTED
5227,1,2,5,
WB_THRU,8485,0,6441,PROTECTED
WB_RIGHT,8485,0,6445,PROTECTED
SB_RIGHT,6445,1,6441,STOP_PERMIT
EB_LEFT,6441,1,6445,PERMITTED
EB_THRU,6441,1,8485,PROTECTED
5227,1,3,3,
WB_RIGHT,8485,0,6445,STOP_PERMIT
SB_LEFT,6445,1,8485,PROTECTED
SB_RIGHT,6445,1,6441,PROTECTED
5227,1,1,2,
EB_LEFT,6441,1,6445,PROTECTED
EB_THRU,6441,1,8485,PROTECTED
5230,1,1,2,
SB_LEFT,54820,0,6443,PROTECTED
NB_LEFT,6447,0,6444,PROTECTED
5230,1,2,8,
SB_LEFT,54820,0,6443,PERMITTED
SB_THRU,54820,0,6447,PROTECTED
SB_RIGHT,54820,0,6444,PROTECTED
NB_LEFT,6447,0,6444,PERMITTED
NB_THRU,6447,0,54820,PROTECTED
NB_RIGHT,6447,0,6443,PROTECTED
EB_RIGHT,6444,1,6447,STOP_PERMIT
WB_RIGHT,6443,0,54820,STOP_PERMIT
5230,1,4,8,
SB_RIGHT,54820,0,6444,STOP_PERMIT
NB_RIGHT,6447,0,6443,STOP_PERMIT
EB_LEFT,6444,1,54820,PERMITTED
EB_THRU,6444,1,6443,PROTECTED
EB_RIGHT,6444,1,6447,PROTECTED
WB_LEFT,6443,0,6447,PERMITTED
WB_THRU,6443,0,6444,PROTECTED
WB_RIGHT,6443,0,54820,PROTECTED
5230,1,3,2,
EB_LEFT,6444,1,54820,PROTECTED
WB_LEFT,6443,0,6447,PROTECTED
5232,1,1,2,
NB_LEFT,6461,1,6446,PROTECTED
WB_LEFT,6460,0,6445,PROTECTED
5232,1,2,8,
NB_LEFT,6461,1,6446,PERMITTED
NB_THRU,6461,1,6460,PROTECTED
NB_RIGHT,6461,1,6445,PROTECTED
WB_LEFT,6460,0,6445,PERMITTED
WB_THRU,6460,0,6461,PROTECTED
WB_RIGHT,6460,0,6446,PROTECTED
SB_RIGHT,6446,1,6461,STOP_PERMIT
NB_RIGHT,6445,0,6460,STOP_PERMIT
5232,1,4,8,
NB_RIGHT,6461,1,6445,STOP_PERMIT
WB_RIGHT,6460,0,6446,STOP_PERMIT
SB_LEFT,6446,1,6460,PERMITTED
SB_THRU,6446,1,6445,PROTECTED
SB_RIGHT,6446,1,6461,PROTECTED
NB_LEFT,6445,0,6461,PERMITTED
NB_THRU,6445,0,6446,PROTECTED
NB_RIGHT,6445,0,6460,PROTECTED
5232,1,3,2,
SB_LEFT,6446,1,6460,PROTECTED
NB_LEFT,6445,0,6461,PROTECTED
5239,1,1,4,
EB_LEFT,54824,1,54815,PROTECTED
EB_THRU,54824,1,54822,PROTECTED
EB_RIGHT,54824,1,54820,PROTECTED
NB_RIGHT,54820,1,54822,STOP_PERMIT
5239,1,3,5,
EB_RIGHT,54824,1,54820,STOP_PERMIT
NB_THRU,54820,1,54815,PROTECTED
NB_RIGHT,54820,1,54822,PROTECTED
SB_LEFT,54815,0,54822,PERMITTED
SB_THRU,54815,0,54820,PROTECTED
5239,1,2,2,
SB_LEFT,54815,0,54822,PROTECTED
SB_THRU,54815,0,54820,PROTECTED
5240,1,1,1,
SB_RIGHT,8822,0,8301,PROTECTED
5240,1,3,4,
SB_RIGHT,8822,0,8301,STOP_PERMIT
NB_LEFT,8301,0,8822,PERMITTED
NB_THRU,8301,0,6463,PROTECTED
SB_THRU,6463,1,8301,PROTECTED
5240,1,2,2,
NB_LEFT,8301,0,8822,PROTECTED
NB_THRU,8301,0,6463,PROTECTED
5245,1,1,3,
NB_LEFT,8353,0,6456,PROTECTED
NB_RIGHT,8353,0,8351,PROTECTED
EB_RIGHT,6456,1,8353,STOP_PERMIT
5245,1,3,5,
NB_RIGHT,8353,0,8351,STOP_PERMIT
WB_LEFT,8351,0,8353,PERMITTED
WB_THRU,8351,0,6456,PROTECTED
EB_THRU,6456,1,8351,PROTECTED
EB_RIGHT,6456,1,8353,PROTECTED
5245,1,2,2,
WB_LEFT,8351,0,8353,PROTECTED
WB_THRU,8351,0,6456,PROTECTED
5248,1,1,3,
NB_LEFT,6462,1,6459,PROTECTED
NB_RIGHT,6462,1,6458,PROTECTED
EB_RIGHT,6459,1,6462,STOP_PERMIT
5248,1,3,5,
NB_RIGHT,6462,1,6458,STOP_PERMIT
EB_THRU,6459,1,6458,PROTECTED
EB_RIGHT,6459,1,6462,PROTECTED
NB_LEFT,6458,0,6462,PERMITTED
NB_THRU,6458,0,6459,PROTECTED
5248,1,2,2,
NB_LEFT,6458,0,6462,PROTECTED
NB_THRU,6458,0,6459,PROTECTED
5251,1,2,5,
WB_THRU,8318,0,6464,PROTECTED
WB_RIGHT,8318,0,6466,PROTECTED
SB_RIGHT,6466,1,6464,STOP_PERMIT
EB_LEFT,6464,1,6466,PERMITTED
EB_THRU,6464,1,8318,PROTECTED
5251,1,3,3,
WB_RIGHT,8318,0,6466,STOP_PERMIT
SB_LEFT,6466,1,8318,PROTECTED
SB_RIGHT,6466,1,6464,PROTECTED
5251,1,1,2,
EB_LEFT,6464,1,6466,PROTECTED
EB_THRU,6464,1,8318,PROTECTED
5253,1,2,5,
NB_THRU,8313,0,6465,PROTECTED
NB_RIGHT,8313,0,6467,PROTECTED
SB_RIGHT,6467,1,6465,STOP_PERMIT
EB_LEFT,6465,1,6467,PERMITTED
EB_THRU,6465,1,8313,PROTECTED
5253,1,3,3,
NB_RIGHT,8313,0,6467,STOP_PERMIT
SB_LEFT,6467,1,8313,PROTECTED
SB_RIGHT,6467,1,6465,PROTECTED
5253,1,1,2,
EB_LEFT,6465,1,6467,PROTECTED
EB_THRU,6465,1,8313,PROTECTED
5263,1,1,2,
NB_LEFT,6481,0,6486,PROTECTED
NB_THRU,6481,0,6480,PROTECTED
5263,1,2,4,
NB_LEFT,6481,0,6486,PERMITTED
NB_THRU,6481,0,6480,PROTECTED
SB_THRU,6480,1,6481,PROTECTED
SB_RIGHT,6480,1,6486,PROTECTED
5265,1,1,2,
NB_THRU,58312,0,6481,PROTECTED
SB_THRU,6481,1,58312,PROTECTED
5265,1,2,1,
SB_LEFT,6487,0,6481,PROTECTED
5273,1,1,2,
NB_LEFT,6498,1,6496,PROTECTED
EB_LEFT,6497,0,6489,PROTECTED
5273,1,2,8,
NB_LEFT,6498,1,6496,PERMITTED
NB_THRU,6498,1,6497,PROTECTED
NB_RIGHT,6498,1,6489,PROTECTED
EB_LEFT,6497,0,6489,PERMITTED
EB_THRU,6497,0,6498,PROTECTED
EB_RIGHT,6497,0,6496,PROTECTED
NB_RIGHT,6496,1,6498,STOP_PERMIT
SB_RIGHT,6489,0,6497,STOP_PERMIT
5273,1,4,8,
NB_RIGHT,6498,1,6489,STOP_PERMIT
EB_RIGHT,6497,0,6496,STOP_PERMIT
NB_LEFT,6496,1,6497,PERMITTED
NB_THRU,6496,1,6489,PROTECTED
NB_RIGHT,6496,1,6498,PROTECTED
SB_LEFT,6489,0,6498,PERMITTED
SB_THRU,6489,0,6496,PROTECTED
SB_RIGHT,6489,0,6497,PROTECTED
5273,1,3,2,
NB_LEFT,6496,1,6497,PROTECTED
SB_LEFT,6489,0,6498,PROTECTED
5274,1,1,3,
NB_LEFT,6500,0,6496,PROTECTED
NB_RIGHT,6500,0,6490,PROTECTED
SB_RIGHT,6496,0,6500,STOP_PERMIT
5274,1,3,5,
NB_RIGHT,6500,0,6490,STOP_PERMIT
SB_THRU,6496,0,6490,PROTECTED
SB_RIGHT,6496,0,6500,PROTECTED
NB_LEFT,6490,1,6500,PERMITTED
NB_THRU,6490,1,6496,PROTECTED
5274,1,2,2,
NB_LEFT,6490,1,6500,PROTECTED
NB_THRU,6490,1,6496,PROTECTED
5277,1,1,3,
WB_LEFT,54843,0,6493,PROTECTED
WB_RIGHT,54843,0,6492,PROTECTED
NB_RIGHT,6493,1,54843,STOP_PERMIT
5277,1,3,5,
WB_RIGHT,54843,0,6492,STOP_PERMIT
NB_THRU,6493,1,6492,PROTECTED
NB_RIGHT,6493,1,54843,PROTECTED
SB_LEFT,6492,1,54843,PERMITTED
SB_THRU,6492,1,6493,PROTECTED
5277,1,2,2,
SB_LEFT,6492,1,54843,PROTECTED
SB_THRU,6492,1,6493,PROTECTED
5282,1,2,5,
SB_THRU,54842,0,6499,PROTECTED
SB_RIGHT,54842,0,6500,PROTECTED
WB_RIGHT,6500,1,6499,STOP_PERMIT
EB_LEFT,6499,1,6500,PERMITTED
EB_THRU,6499,1,54842,PROTECTED
5282,1,3,3,
SB_RIGHT,54842,0,6500,STOP_PERMIT
WB_LEFT,6500,1,54842,PROTECTED
WB_RIGHT,6500,1,6499,PROTECTED
5282,1,1,2,
EB_LEFT,6499,1,6500,PROTECTED
EB_THRU,6499,1,54842,PROTECTED
5291,1,2,5,
WB_THRU,57171,1,57164,PROTECTED
WB_RIGHT,57171,1,57163,PROTECTED
EB_LEFT,57164,0,57163,PERMITTED
EB_THRU,57164,0,57171,PROTECTED
SB_RIGHT,57163,1,57164,STOP_PERMIT
5291,1,3,3,
WB_RIGHT,57171,1,57163,STOP_PERMIT
SB_LEFT,57163,1,57171,PROTECTED
SB_RIGHT,57163,1,57164,PROTECTED
5291,1,1,2,
EB_LEFT,57164,0,57163,PROTECTED
EB_THRU,57164,0,57171,PROTECTED
5313,1,1,4,
WB_LEFT,57408,0,57385,PROTECTED
WB_THRU,57408,0,57402,PROTECTED
WB_RIGHT,57408,0,57406,PROTECTED
